Employee_ID,Department,Job_Title,Location,Performance_Rating,Experience_Years,Work_Mode,Salary_INR,Status
E01521,Sales,Sales Executive,Hyderabad,4,1,Remote,892006,Active
E01522,Sales,Sales Executive,Chennai,3,10,On-site,2077186,Active
E01523,Marketing,Content Strategist,Bangalore,3,18,On-site,1347158,Active
E01524,Sales,Sales Manager,Mumbai,4,4,On-site,1258725,Active
E01525,Sales,BD Associate,Kolkata,1,2,On-site,2010177,Resigned
E01526,HR,HR Assistant,Chennai,1,9,On-site,1572601,Active
E01527,Operations,Operations Manager,Kolkata,4,7,Hybrid,681965,Active
E01528,Sales,Sales Manager,Bangalore,2,3,On-site,2416458,Resigned
E01529,IT,System Admin,Kolkata,2,0,On-site,1398175,Resigned
E01530,HR,HR Manager,Kolkata,1,9,On-site,810591,Active
E01531,IT,System Admin,Chennai,5,17,On-site,865995,Active
E01532,Marketing,SEO Specialist,Chennai,2,1,On-site,1543073,Resigned
E01533,Operations,Logistics Coordinator,Pune,2,20,On-site,527132,Active
E01534,Sales,BD Associate,Chennai,2,6,Hybrid,2391572,Active
E01535,Sales,BD Associate,Hyderabad,2,6,Hybrid,2373120,Active
E01536,Operations,Logistics Coordinator,Delhi,3,0,Remote,1598964,Active
E01537,Marketing,SEO Specialist,Bangalore,4,20,On-site,1185026,Active
E01538,Operations,Operations Executive,Delhi,3,18,Hybrid,826469,Resigned
E01539,Sales,Sales Executive,Delhi,5,1,On-site,1654460,Resigned
E01540,Finance,Accountant,Delhi,5,9,On-site,862529,Active
E01541,IT,Data Analyst,Mumbai,4,5,On-site,1683974,Active
E01542,IT,DevOps Engineer,Kolkata,5,20,Hybrid,1538267,Active
E01543,HR,Recruiter,Chennai,2,14,Remote,1358731,Active
E01544,Finance,Financial Analyst,Pune,5,8,On-site,1068408,Active
E01545,IT,Data Analyst,Chennai,4,0,Hybrid,2075372,Active
E01546,Marketing,Marketing Executive,Delhi,5,20,On-site,908561,Active
E01547,Marketing,Content Strategist,Kolkata,4,17,On-site,2152211,Active
E01548,Sales,Sales Executive,Delhi,2,17,On-site,1490962,Resigned
E01549,IT,System Admin,Pune,3,12,On-site,883556,Active
E01550,Finance,Auditor,Delhi,1,7,On-site,2254358,Resigned
E01551,Sales,BD Associate,Delhi,5,13,On-site,1231835,Active
E01552,HR,HR Assistant,Pune,2,8,Hybrid,1612617,Active
E01553,Operations,Operations Manager,Chennai,3,3,On-site,1140648,Active
E01554,Marketing,Marketing Executive,Chennai,2,17,Hybrid,1786377,Active
E01555,IT,Data Analyst,Pune,4,3,On-site,743570,Active
E01556,Marketing,Marketing Executive,Pune,3,17,Hybrid,1515322,Active
E01557,Support,Tech Support,Pune,4,11,Remote,2101608,Active
E01558,Support,Customer Support,Pune,5,8,Remote,2196788,Active
E01559,HR,Recruiter,Mumbai,4,2,On-site,2121826,Resigned
E01560,IT,Software Engineer,Bangalore,1,20,Remote,2020358,Active
E01561,Support,Support Engineer,Kolkata,2,10,On-site,1392454,Resigned
E01562,Operations,Logistics Coordinator,Delhi,2,16,On-site,2305162,Resigned
E01563,Support,Tech Support,Mumbai,4,20,On-site,740339,Resigned
E01564,Sales,Sales Executive,Mumbai,4,12,On-site,1707571,Active
E01565,IT,Software Engineer,Bangalore,1,19,Hybrid,1593297,Resigned
E01566,IT,ML Engineer,Pune,4,0,Remote,1504660,Active
E01567,Sales,Sales Executive,Pune,1,3,On-site,1593683,Resigned
E01568,Finance,Auditor,Kolkata,2,12,Remote,1910458,Active
E01569,Marketing,SEO Specialist,Delhi,2,4,Hybrid,1654619,Resigned
E01570,HR,HR Manager,Hyderabad,5,9,Remote,971167,Active
E01571,Operations,Logistics Coordinator,Mumbai,2,11,On-site,801872,Resigned
E01572,Support,Tech Support,Hyderabad,1,4,Remote,1184499,Resigned
E01573,IT,Software Engineer,Pune,3,14,Remote,655427,Active
E01574,Support,Support Engineer,Chennai,1,8,On-site,1431426,Resigned
E01575,Sales,BD Associate,Bangalore,2,20,Hybrid,1830622,Active
E01576,Marketing,SEO Specialist,Kolkata,5,5,On-site,1463944,Active
E01577,IT,ML Engineer,Mumbai,1,4,On-site,1197719,Resigned
E01578,Operations,Logistics Coordinator,Hyderabad,2,17,Hybrid,2253649,Resigned
E01579,Support,Support Engineer,Hyderabad,2,10,Hybrid,762193,Active
E01580,HR,HR Manager,Kolkata,5,15,On-site,996355,Active
E01581,Support,Support Engineer,Hyderabad,2,17,Hybrid,992476,Active
E01582,IT,Data Analyst,Hyderabad,1,12,Hybrid,1305752,Active
E01583,Finance,Accountant,Mumbai,1,5,Remote,746184,Resigned
E01584,Marketing,Content Strategist,Bangalore,3,1,On-site,738720,Active
E01585,Support,Customer Support,Chennai,5,16,Hybrid,1208904,Active
E01586,Finance,Financial Analyst,Kolkata,1,8,Hybrid,1942832,Resigned
E01587,HR,Recruiter,Hyderabad,2,12,On-site,1082044,Active
E01588,Sales,Sales Executive,Hyderabad,5,19,On-site,388307,Resigned
E01589,Sales,Sales Manager,Mumbai,1,14,Remote,2018494,Resigned
E01590,HR,Recruiter,Mumbai,2,4,Hybrid,831330,Active
E01591,IT,System Admin,Pune,2,1,On-site,794283,Active
E01592,Operations,Operations Manager,Kolkata,2,13,On-site,1202394,Resigned
E01593,Finance,Financial Analyst,Kolkata,1,4,Remote,1836529,Active
E01594,Operations,Operations Manager,Kolkata,3,3,Hybrid,652854,Active
E01595,Support,Support Engineer,Delhi,3,14,On-site,1172879,Resigned
E01596,Support,Support Engineer,Delhi,1,9,On-site,519072,Active
E01597,IT,Data Analyst,Bangalore,5,7,Hybrid,2282479,Active
E01598,Operations,Operations Manager,Delhi,3,18,Remote,1595360,Active
E01599,Sales,Sales Executive,Delhi,4,16,Remote,1451418,Active
E01600,Marketing,SEO Specialist,Chennai,5,13,On-site,1476137,Active
E01601,Support,Tech Support,Mumbai,3,15,Remote,1185510,Active
E01602,Support,Customer Support,Bangalore,5,16,Remote,505745,Active
E01603,IT,Data Analyst,Hyderabad,3,10,On-site,2230115,Active
E01604,Marketing,Marketing Executive,Bangalore,4,0,On-site,2470377,Active
E01605,Finance,Auditor,Pune,5,2,On-site,971202,Active
E01606,Operations,Logistics Coordinator,Chennai,5,19,Hybrid,1095177,Active
E01607,Marketing,SEO Specialist,Delhi,1,4,On-site,1843526,Active
E01608,Finance,Auditor,Chennai,5,15,Hybrid,1116572,Active
E01609,Finance,Auditor,Kolkata,3,12,Remote,293021,Active
E01610,Finance,Auditor,Kolkata,4,1,On-site,1108754,Resigned
E01611,HR,HR Manager,Bangalore,4,14,Hybrid,1656046,Active
E01612,Marketing,SEO Specialist,Pune,1,17,On-site,2113613,Resigned
E01613,Support,Support Engineer,Delhi,4,0,On-site,736160,Resigned
E01614,Sales,Sales Executive,Mumbai,4,1,On-site,1742669,Active
E01615,Marketing,Content Strategist,Hyderabad,1,2,On-site,1046240,Active
E01616,Marketing,Content Strategist,Kolkata,3,13,On-site,286080,Resigned
E01617,Marketing,Content Strategist,Chennai,4,1,On-site,428982,Active
E01618,Finance,Auditor,Kolkata,5,1,Remote,910709,Active
E01619,Support,Customer Support,Bangalore,4,8,On-site,1182280,Resigned
E01620,Sales,Sales Manager,Kolkata,2,12,On-site,812347,Resigned
E01621,Sales,Sales Manager,Hyderabad,2,19,On-site,341665,Resigned
E01622,Operations,Operations Manager,Hyderabad,4,20,On-site,379909,Resigned
E01623,IT,Software Engineer,Bangalore,3,19,Remote,2100962,Active
E01624,Finance,Auditor,Bangalore,4,14,On-site,696015,Active
E01625,IT,Data Analyst,Delhi,1,8,On-site,329794,Resigned
E01626,HR,Recruiter,Mumbai,3,7,On-site,2386521,Active
E01627,Support,Customer Support,Kolkata,4,2,Remote,269416,Resigned
E01628,HR,HR Assistant,Bangalore,4,17,Remote,1702847,Active
E01629,Sales,Sales Executive,Chennai,5,18,On-site,1423290,Resigned
E01630,Sales,BD Associate,Mumbai,5,19,On-site,2251034,Active
E01631,Support,Support Engineer,Chennai,4,16,On-site,2361559,Active
E01632,Marketing,Marketing Executive,Pune,5,5,Hybrid,1521635,Active
E01633,HR,Recruiter,Kolkata,2,2,On-site,774252,Resigned
E01634,Marketing,Marketing Executive,Chennai,2,8,Hybrid,1880188,Active
E01635,Sales,Sales Executive,Chennai,3,14,On-site,1827724,Resigned
E01636,IT,Software Engineer,Delhi,4,9,On-site,2281722,Active
E01637,Marketing,Marketing Executive,Kolkata,1,19,Hybrid,1031608,Resigned
E01638,HR,HR Assistant,Bangalore,5,11,On-site,1343128,Resigned
E01639,Marketing,SEO Specialist,Pune,3,10,On-site,2063318,Active
E01640,Operations,Operations Executive,Delhi,4,2,Remote,2073332,Resigned
E01641,HR,HR Manager,Pune,4,9,Hybrid,1466953,Active
E01642,Finance,Financial Analyst,Delhi,4,16,Remote,728720,Active
E01643,HR,HR Manager,Kolkata,1,19,Hybrid,1198128,Resigned
E01644,Operations,Operations Manager,Kolkata,4,13,On-site,1717806,Resigned
E01645,Operations,Logistics Coordinator,Hyderabad,2,20,Remote,595123,Active
E01646,Sales,Sales Manager,Pune,3,2,On-site,2326409,Resigned
E01647,Marketing,Marketing Executive,Mumbai,3,11,On-site,1946235,Active
E01648,IT,Software Engineer,Chennai,1,20,Hybrid,1747879,Active
E01649,Sales,Sales Executive,Kolkata,1,12,Hybrid,1605824,Resigned
E01650,IT,Data Analyst,Hyderabad,2,0,On-site,843358,Active
E01651,HR,HR Manager,Hyderabad,2,12,On-site,1962238,Resigned
E01652,IT,Data Analyst,Pune,4,19,On-site,685485,Resigned
E01653,Marketing,Marketing Executive,Pune,1,3,Remote,410353,Active
E01654,Marketing,SEO Specialist,Pune,2,15,Hybrid,2374755,Resigned
E01655,IT,ML Engineer,Bangalore,3,4,Hybrid,2222645,Active
E01656,Marketing,SEO Specialist,Delhi,3,7,On-site,1550557,Active
E01657,IT,ML Engineer,Pune,4,5,Remote,2319396,Active
E01658,IT,Software Engineer,Kolkata,4,2,Hybrid,1052914,Active
E01659,Operations,Operations Manager,Delhi,4,1,Hybrid,318607,Active
E01660,Marketing,Marketing Executive,Delhi,5,14,On-site,867300,Active
E01661,Sales,BD Associate,Chennai,1,20,Hybrid,2143959,Active
E01662,HR,HR Manager,Delhi,1,7,Hybrid,2393781,Resigned
E01663,Finance,Auditor,Bangalore,2,10,On-site,2217739,Active
E01664,HR,Recruiter,Bangalore,4,12,On-site,1704915,Active
E01665,Sales,Sales Executive,Mumbai,4,14,Hybrid,961045,Resigned
E01666,Marketing,Content Strategist,Hyderabad,2,20,Hybrid,2001772,Active
E01667,Finance,Auditor,Mumbai,4,4,On-site,1716703,Active
E01668,Finance,Accountant,Mumbai,3,6,On-site,2330444,Active
E01669,Marketing,Content Strategist,Pune,2,7,On-site,1309288,Active
E01670,IT,Software Engineer,Pune,2,11,Remote,286972,Active
E01671,HR,HR Manager,Mumbai,2,13,On-site,1121836,Active
E01672,Operations,Operations Executive,Kolkata,5,4,Hybrid,1961176,Resigned
E01673,Marketing,Content Strategist,Kolkata,1,6,On-site,2374749,Active
E01674,Support,Customer Support,Bangalore,3,18,On-site,1066473,Resigned
E01675,Sales,BD Associate,Delhi,4,18,Hybrid,1885846,Active
E01676,Finance,Accountant,Pune,1,10,On-site,682331,Active
E01677,HR,HR Manager,Mumbai,3,19,Hybrid,391668,Active
E01678,Finance,Auditor,Mumbai,2,12,On-site,870656,Resigned
E01679,Marketing,Marketing Executive,Bangalore,4,8,On-site,1054406,Active
E01680,Support,Tech Support,Kolkata,1,16,On-site,715992,Active
E01681,IT,Software Engineer,Chennai,1,11,Remote,1424188,Active
E01682,Support,Customer Support,Delhi,4,10,On-site,2268333,Active
E01683,Finance,Financial Analyst,Hyderabad,3,20,Remote,933045,Active
E01684,Marketing,Content Strategist,Mumbai,4,15,Hybrid,1300600,Resigned
E01685,IT,DevOps Engineer,Hyderabad,4,10,On-site,678416,Active
E01686,Support,Tech Support,Chennai,1,18,On-site,1160226,Resigned
E01687,Finance,Auditor,Kolkata,4,11,On-site,543805,Active
E01688,Sales,BD Associate,Mumbai,4,7,Remote,1072457,Active
E01689,Marketing,Marketing Executive,Bangalore,1,19,Remote,2300126,Active
E01690,Marketing,SEO Specialist,Mumbai,3,5,On-site,1391219,Active
E01691,Marketing,Content Strategist,Hyderabad,4,15,On-site,828078,Active
E01692,Support,Support Engineer,Mumbai,1,19,Hybrid,2174009,Resigned
E01693,Operations,Operations Manager,Delhi,4,14,On-site,1972629,Active
E01694,Operations,Logistics Coordinator,Mumbai,1,8,Remote,1450413,Active
E01695,HR,HR Manager,Hyderabad,5,9,On-site,985101,Active
E01696,HR,Recruiter,Mumbai,3,13,On-site,1011654,Active
E01697,Support,Tech Support,Delhi,1,4,Hybrid,1224939,Resigned
E01698,Sales,Sales Manager,Bangalore,3,3,On-site,2002153,Active
E01699,Sales,BD Associate,Kolkata,2,16,Remote,1620687,Active
E01700,Marketing,Content Strategist,Kolkata,5,15,On-site,2205163,Active
E01701,Marketing,Content Strategist,Kolkata,1,3,On-site,2113096,Active
E01702,Sales,Sales Manager,Mumbai,1,11,Remote,1978177,Active
E01703,Finance,Financial Analyst,Kolkata,3,9,Remote,1989886,Active
E01704,Sales,BD Associate,Mumbai,2,13,On-site,748185,Active
E01705,Marketing,SEO Specialist,Chennai,3,8,Hybrid,1324377,Active
E01706,IT,Software Engineer,Delhi,5,16,On-site,1580730,Active
E01707,Sales,BD Associate,Kolkata,4,11,On-site,772886,Active
E01708,IT,System Admin,Chennai,1,16,On-site,298737,Resigned
E01709,IT,DevOps Engineer,Mumbai,4,9,On-site,376298,Resigned
E01710,Support,Support Engineer,Chennai,4,13,On-site,263698,Resigned
E01711,Support,Customer Support,Pune,5,18,Hybrid,1517426,Active
E01712,HR,Recruiter,Kolkata,3,8,Remote,1765697,Active
E01713,Marketing,SEO Specialist,Pune,1,3,Hybrid,843695,Active
E01714,HR,HR Assistant,Mumbai,5,19,Remote,1961738,Active
E01715,Operations,Logistics Coordinator,Bangalore,1,3,Hybrid,1806321,Active
E01716,Finance,Financial Analyst,Bangalore,1,18,On-site,328743,Resigned
E01717,Finance,Accountant,Chennai,5,19,On-site,978927,Active
E01718,Operations,Logistics Coordinator,Pune,4,6,On-site,516441,Active
E01719,Operations,Operations Executive,Bangalore,2,20,On-site,1196740,Resigned
E01720,Marketing,Marketing Executive,Chennai,1,7,Hybrid,1310528,Active
E01721,Support,Support Engineer,Bangalore,5,5,On-site,555525,Active
E01722,Support,Tech Support,Pune,5,15,On-site,794043,Resigned
E01723,Support,Customer Support,Chennai,3,8,Hybrid,1907301,Resigned
E01724,Marketing,Marketing Executive,Hyderabad,3,20,Remote,1513772,Active
E01725,Operations,Operations Executive,Delhi,1,20,On-site,1470925,Resigned
E01726,Sales,Sales Manager,Chennai,1,20,Remote,1928575,Active
E01727,Support,Tech Support,Kolkata,2,11,On-site,984543,Active
E01728,HR,HR Assistant,Delhi,2,2,On-site,1080154,Resigned
E01729,Support,Support Engineer,Chennai,4,9,On-site,1585827,Resigned
E01730,HR,HR Manager,Bangalore,4,8,Remote,1428152,Active
E01731,Finance,Financial Analyst,Kolkata,5,14,On-site,780929,Active
E01732,Marketing,Marketing Executive,Kolkata,5,14,On-site,745521,Active
E01733,HR,HR Assistant,Delhi,5,19,On-site,1288470,Active
E01734,HR,Recruiter,Pune,2,8,Remote,581012,Active
E01735,Finance,Accountant,Bangalore,4,14,Hybrid,775589,Active
E01736,IT,ML Engineer,Bangalore,1,9,On-site,1331311,Active
E01737,HR,HR Manager,Mumbai,1,6,On-site,531097,Active
E01738,Finance,Auditor,Chennai,4,2,On-site,2488083,Resigned
E01739,HR,HR Assistant,Delhi,4,5,Hybrid,1173618,Active
E01740,Finance,Accountant,Mumbai,5,12,On-site,2267949,Active
E01741,Sales,Sales Executive,Bangalore,1,9,On-site,268510,Resigned
E01742,Support,Customer Support,Hyderabad,5,8,On-site,2218487,Active
E01743,Operations,Logistics Coordinator,Kolkata,3,12,Hybrid,1597527,Active
E01744,Marketing,SEO Specialist,Delhi,4,11,On-site,483670,Resigned
E01745,Sales,Sales Manager,Kolkata,2,17,On-site,895452,Resigned
E01746,HR,Recruiter,Kolkata,2,0,Hybrid,771315,Active
E01747,Support,Tech Support,Delhi,5,6,On-site,2039033,Active
E01748,Operations,Operations Manager,Chennai,1,10,Remote,2273106,Active
E01749,Finance,Auditor,Mumbai,3,10,On-site,516651,Active
E01750,Sales,Sales Executive,Delhi,3,0,On-site,1313881,Resigned
E01751,HR,HR Manager,Mumbai,5,18,Hybrid,1925902,Active
E01752,Marketing,SEO Specialist,Mumbai,4,9,On-site,1430181,Active
E01753,IT,ML Engineer,Mumbai,2,13,Remote,1034717,Active
E01754,Marketing,SEO Specialist,Bangalore,5,11,On-site,598125,Active
E01755,Sales,BD Associate,Delhi,2,4,Remote,1903594,Active
E01756,Support,Support Engineer,Bangalore,3,14,Hybrid,767926,Active
E01757,Finance,Accountant,Hyderabad,1,9,Hybrid,2027998,Resigned
E01758,Support,Tech Support,Pune,3,17,On-site,2132809,Active
E01759,HR,HR Assistant,Kolkata,2,20,Remote,2370179,Resigned
E01760,HR,HR Assistant,Kolkata,2,3,Remote,670091,Active
E01761,Operations,Operations Manager,Hyderabad,1,14,On-site,561493,Active
E01762,Sales,BD Associate,Bangalore,3,12,On-site,2052572,Active
E01763,Marketing,SEO Specialist,Hyderabad,4,11,Hybrid,1150794,Active
E01764,Support,Support Engineer,Bangalore,2,6,Hybrid,1276923,Active
E01765,Marketing,Content Strategist,Bangalore,2,12,On-site,1644208,Active
E01766,Support,Customer Support,Mumbai,4,0,Remote,462996,Resigned
E01767,IT,Software Engineer,Hyderabad,5,14,On-site,1384321,Active
E01768,Operations,Operations Executive,Kolkata,2,16,On-site,2243155,Active
E01769,HR,HR Manager,Mumbai,4,1,On-site,1989528,Active
E01770,Operations,Logistics Coordinator,Kolkata,4,2,On-site,2449223,Active
E01771,Support,Customer Support,Hyderabad,5,7,Hybrid,1086507,Active
E01772,IT,DevOps Engineer,Kolkata,1,11,On-site,1446845,Resigned
E01773,Support,Tech Support,Hyderabad,5,18,Remote,622429,Resigned
E01774,Marketing,Content Strategist,Bangalore,3,14,On-site,1486938,Active
E01775,HR,HR Manager,Bangalore,3,9,Remote,373844,Active
E01776,Sales,Sales Executive,Hyderabad,1,15,Hybrid,2394404,Resigned
E01777,Finance,Accountant,Hyderabad,3,20,Remote,1797840,Active
E01778,Finance,Auditor,Mumbai,4,20,On-site,2361577,Active
E01779,HR,Recruiter,Mumbai,4,16,On-site,1572061,Resigned
E01780,IT,Data Analyst,Bangalore,4,18,Remote,808867,Active
E01781,Support,Customer Support,Delhi,5,10,Hybrid,879443,Active
E01782,Support,Tech Support,Pune,4,2,Hybrid,1957621,Active
E01783,Support,Support Engineer,Chennai,3,15,Hybrid,2033360,Active
E01784,Support,Customer Support,Pune,2,9,Hybrid,2004741,Resigned
E01785,IT,System Admin,Kolkata,1,3,Hybrid,1989783,Active
E01786,Finance,Auditor,Pune,2,8,Hybrid,1940045,Resigned
E01787,Sales,Sales Executive,Bangalore,4,5,Hybrid,1334148,Active
E01788,HR,Recruiter,Mumbai,4,12,Remote,2208997,Active
E01789,Operations,Logistics Coordinator,Pune,3,15,Remote,2082723,Resigned
E01790,Support,Support Engineer,Kolkata,5,16,On-site,1045005,Active
E01791,IT,DevOps Engineer,Mumbai,2,5,Hybrid,2305852,Active
E01792,Marketing,Marketing Executive,Kolkata,2,16,Hybrid,1207122,Resigned
E01793,Operations,Logistics Coordinator,Delhi,2,2,On-site,505549,Active
E01794,Sales,BD Associate,Hyderabad,3,12,Hybrid,2028650,Active
E01795,Marketing,SEO Specialist,Bangalore,3,14,Remote,1858439,Active
E01796,Support,Customer Support,Chennai,1,7,On-site,287355,Resigned
E01797,Marketing,Content Strategist,Hyderabad,4,12,On-site,527941,Active
E01798,Support,Tech Support,Chennai,2,15,Hybrid,2316799,Resigned
E01799,Finance,Accountant,Chennai,3,14,On-site,1080258,Active
E01800,Marketing,Marketing Executive,Mumbai,2,6,Hybrid,2498753,Active
E01801,Marketing,Content Strategist,Pune,5,20,On-site,1562628,Active
E01802,Support,Support Engineer,Kolkata,1,8,On-site,1460280,Resigned
E01803,HR,HR Manager,Hyderabad,2,7,On-site,849181,Resigned
E01804,HR,HR Assistant,Hyderabad,5,7,Hybrid,366751,Resigned
E01805,Finance,Accountant,Mumbai,3,16,Hybrid,1462250,Active
E01806,HR,HR Assistant,Mumbai,5,4,On-site,1361073,Active
E01807,Finance,Auditor,Bangalore,3,0,On-site,1454540,Active
E01808,Sales,Sales Manager,Mumbai,2,17,Remote,1119530,Active
E01809,HR,HR Manager,Hyderabad,3,19,On-site,1079722,Active
E01810,Marketing,Marketing Executive,Chennai,5,4,On-site,2258880,Active
E01811,Support,Tech Support,Delhi,4,14,Hybrid,1091830,Active
E01812,Marketing,SEO Specialist,Kolkata,2,17,On-site,2478610,Resigned
E01813,Support,Customer Support,Bangalore,1,20,On-site,1238807,Active
E01814,Marketing,SEO Specialist,Mumbai,5,11,On-site,1644317,Active
E01815,Operations,Operations Manager,Hyderabad,2,1,On-site,905954,Resigned
E01816,IT,DevOps Engineer,Hyderabad,1,3,On-site,1858990,Active
E01817,Finance,Accountant,Hyderabad,2,12,Hybrid,1709222,Active
E01818,Support,Customer Support,Delhi,4,12,Remote,2036999,Active
E01819,IT,System Admin,Hyderabad,5,4,On-site,1604056,Active
E01820,Sales,Sales Manager,Pune,2,3,On-site,2390237,Resigned
E01821,IT,DevOps Engineer,Delhi,1,10,Hybrid,1754777,Resigned
E01822,Finance,Financial Analyst,Mumbai,5,7,On-site,2049995,Active
E01823,IT,DevOps Engineer,Mumbai,1,0,Hybrid,2183630,Active
E01824,Sales,Sales Manager,Chennai,3,18,On-site,1349984,Active
E01825,Finance,Accountant,Kolkata,1,2,On-site,1071681,Resigned
E01826,Support,Tech Support,Bangalore,5,19,Remote,712403,Active
E01827,Sales,Sales Manager,Hyderabad,2,12,Remote,1942531,Active
E01828,IT,Software Engineer,Hyderabad,2,16,Hybrid,2397849,Resigned
E01829,Finance,Financial Analyst,Hyderabad,3,8,On-site,1616825,Active
E01830,Operations,Operations Executive,Kolkata,4,5,Hybrid,2187627,Active
E01831,Operations,Logistics Coordinator,Kolkata,4,2,Hybrid,2449433,Active
E01832,Sales,Sales Executive,Mumbai,5,17,Hybrid,791833,Active
E01833,Marketing,Marketing Executive,Delhi,1,17,On-site,1588687,Active
E01834,IT,System Admin,Hyderabad,4,14,On-site,1270576,Active
E01835,Finance,Auditor,Kolkata,3,1,Remote,778118,Active
E01836,Sales,Sales Manager,Hyderabad,3,6,Remote,1053100,Active
E01837,IT,Data Analyst,Hyderabad,5,15,On-site,868657,Active
E01838,HR,HR Manager,Pune,3,14,Remote,1366741,Active
E01839,HR,HR Assistant,Delhi,2,3,Hybrid,1773155,Active
E01840,Support,Customer Support,Bangalore,4,6,Remote,1715355,Active
E01841,HR,HR Assistant,Chennai,3,3,Hybrid,475648,Active
E01842,Support,Tech Support,Bangalore,5,19,Hybrid,2298566,Active
E01843,Operations,Operations Manager,Kolkata,5,19,On-site,276296,Resigned
E01844,Operations,Operations Manager,Kolkata,4,10,On-site,349074,Active
E01845,Support,Tech Support,Kolkata,5,13,On-site,1479510,Active
E01846,Finance,Auditor,Hyderabad,3,2,On-site,2112577,Active
E01847,Marketing,SEO Specialist,Delhi,4,6,On-site,1553793,Active
E01848,Sales,Sales Manager,Kolkata,5,3,Hybrid,386615,Active
E01849,Operations,Operations Manager,Kolkata,1,4,Remote,733843,Resigned
E01850,HR,HR Assistant,Pune,5,15,On-site,678410,Active
E01851,Operations,Logistics Coordinator,Bangalore,5,18,On-site,1066386,Resigned
E01852,Finance,Financial Analyst,Hyderabad,2,4,Hybrid,649782,Active
E01853,Marketing,Content Strategist,Mumbai,1,3,Hybrid,1490505,Resigned
E01854,Operations,Operations Manager,Kolkata,2,0,On-site,1968671,Resigned
E01855,HR,Recruiter,Delhi,1,11,Hybrid,2433643,Active
E01856,IT,Software Engineer,Pune,3,13,On-site,476406,Active
E01857,Sales,Sales Executive,Hyderabad,2,9,On-site,1075217,Active
E01858,Operations,Operations Manager,Chennai,1,9,On-site,1750392,Resigned
E01859,Sales,BD Associate,Chennai,4,8,On-site,471746,Active
E01860,IT,System Admin,Delhi,5,13,On-site,672618,Resigned
E01861,IT,Data Analyst,Mumbai,3,16,Hybrid,366775,Resigned
E01862,HR,HR Manager,Mumbai,1,19,On-site,1988746,Resigned
E01863,HR,HR Assistant,Bangalore,4,4,Hybrid,2436903,Active
E01864,IT,DevOps Engineer,Kolkata,3,19,On-site,2230698,Resigned
E01865,Sales,BD Associate,Bangalore,2,14,On-site,1447964,Active
E01866,HR,Recruiter,Bangalore,2,1,Remote,1429280,Active
E01867,HR,Recruiter,Bangalore,5,0,Hybrid,656497,Active
E01868,Operations,Operations Manager,Mumbai,5,2,On-site,1236291,Resigned
E01869,Support,Support Engineer,Chennai,3,9,On-site,626330,Active
E01870,Sales,BD Associate,Chennai,5,20,Remote,413148,Active
E01871,Operations,Operations Executive,Chennai,3,18,Hybrid,1497155,Active
E01872,IT,DevOps Engineer,Pune,2,6,On-site,393775,Active
E01873,Sales,Sales Executive,Hyderabad,5,0,Hybrid,1643352,Active
E01874,HR,HR Manager,Kolkata,2,8,Hybrid,1018278,Resigned
E01875,Operations,Logistics Coordinator,Delhi,1,15,Hybrid,2085003,Active
E01876,Sales,Sales Executive,Delhi,5,15,On-site,1241725,Resigned
E01877,Finance,Auditor,Mumbai,5,19,Hybrid,1649509,Active
E01878,Marketing,Marketing Executive,Bangalore,1,19,Hybrid,1442555,Active
E01879,Sales,Sales Executive,Hyderabad,4,15,On-site,1042904,Active
E01880,IT,ML Engineer,Pune,3,6,Hybrid,1829872,Active
E01881,Support,Tech Support,Mumbai,2,3,Hybrid,1738221,Resigned
E01882,Marketing,Marketing Executive,Hyderabad,5,18,On-site,895026,Resigned
E01883,Finance,Auditor,Kolkata,4,15,Hybrid,454470,Active
E01884,IT,DevOps Engineer,Kolkata,4,15,On-site,1350911,Active
E01885,Finance,Auditor,Kolkata,5,12,On-site,456823,Active
E01886,Support,Customer Support,Kolkata,2,17,On-site,539169,Active
E01887,Support,Customer Support,Mumbai,5,0,Remote,1902108,Resigned
E01888,HR,HR Assistant,Pune,1,15,On-site,606338,Active
E01889,Finance,Financial Analyst,Pune,1,7,On-site,374716,Active
E01890,Support,Customer Support,Chennai,4,10,Hybrid,1610247,Active
E01891,IT,Software Engineer,Mumbai,5,0,Hybrid,1588519,Active
E01892,Support,Support Engineer,Mumbai,5,19,On-site,633545,Active
E01893,IT,ML Engineer,Delhi,1,0,On-site,888288,Resigned
E01894,Sales,Sales Manager,Bangalore,4,3,On-site,927510,Resigned
E01895,IT,Software Engineer,Bangalore,4,3,On-site,2381745,Active
E01896,Support,Tech Support,Bangalore,1,16,On-site,902739,Active
E01897,Sales,BD Associate,Mumbai,3,10,Remote,2433948,Resigned
E01898,HR,Recruiter,Delhi,3,18,Hybrid,1702757,Active
E01899,Marketing,SEO Specialist,Hyderabad,5,20,Hybrid,693108,Active
E01900,HR,HR Manager,Hyderabad,3,4,Remote,2194353,Active
E01901,Marketing,Content Strategist,Chennai,1,3,On-site,295452,Active
E01902,IT,Data Analyst,Delhi,1,16,Remote,2478742,Active
E01903,Finance,Accountant,Hyderabad,2,9,Hybrid,326757,Resigned
E01904,Finance,Accountant,Chennai,5,19,On-site,648759,Resigned
E01905,Marketing,Marketing Executive,Pune,2,15,On-site,2242335,Resigned
E01906,Operations,Operations Manager,Delhi,4,4,On-site,1377775,Resigned
